IntDate,HousehldID,VillageID,HhMmbrs,OwnDogs,DgsOwnd,AdltDgs,Puppies,DogDied,NumDd,DogBite
2/8/17,55-120-5,55,2,1,1,1,0,0,0,0
2/8/17,13-259-4,13,3,0,0,0,0,0,0,0
2/8/17,2-105-2,2,7,1,2,2,0,1,NA,0
2/8/17,2-59-8,2,2,0,0,0,0,0,0,0
2/8/17,2-123-6,2,1,0,0,0,0,0,0,0
2/8/17,55-119-2,55,3,0,0,0,0,0,0,0
2/8/17,13-221-4,13,6,0,0,0,0,0,0,0
2/8/17,10-83-4,10,8,1,1,1,0,0,0,0
2/8/17,55-322-2,55,5,0,0,0,0,0,0,0
2/8/17,2-123-7,2,3,1,1,1,0,0,0,0
2/8/17,10-87-6,10,7,0,0,0,0,0,0,0
2/8/17,55-114-8,55,1,0,0,0,0,0,0,0
2/8/17,55-114-7,55,2,0,0,0,0,0,0,0
2/8/17,13-315-2,13,8,0,0,0,0,0,0,0
2/8/17,2-61-7,2,5,1,5,2,3,0,0,0
2/8/17,55-233-3,55,11,0,0,0,0,0,0,0
2/8/17,10-129-5,10,6,1,1,1,0,0,0,0
2/8/17,13-110-15,13,7,1,1,1,0,0,0,0
2/8/17,2-212-2,2,8,1,1,1,0,0,0,0
2/8/17,2-59-5,2,6,0,0,0,0,0,0,0
2/8/17,55-117-4,55,1,0,0,0,0,0,0,0
2/8/17,2-59-6,2,5,0,0,0,0,0,0,0
2/8/17,10-80-12,10,6,0,0,0,0,0,0,0
2/8/17,2-59-7,2,6,1,1,1,0,0,0,0
2/8/17,2-57-3,2,9,1,1,1,0,0,0,0
2/8/17,10-80-10,10,1,0,0,0,0,0,0,0
2/8/17,10-80-11,10,6,0,0,0,0,0,0,0
2/8/17,2-40-13,2,4,1,1,1,0,0,0,0
2/8/17,13-94-6,13,2,1,1,1,0,0,0,0
2/8/17,2-65-8,2,3,0,0,0,0,0,0,0
2/8/17,10-82-6,10,2,1,2,2,0,0,0,0
2/8/17,55-173-2,55,3,1,4,2,2,0,0,0
2/8/17,55-127-4,55,4,1,2,1,1,0,0,0
2/8/17,55-291-3,55,2,0,0,0,0,0,0,0
2/8/17,55-130-5,55,2,0,0,0,0,0,0,0
2/8/17,55-257-3,55,9,1,2,2,0,0,0,0
2/8/17,55-112-5,55,2,0,0,0,0,0,0,0
2/8/17,55-110-3,55,2,0,0,0,0,0,0,0
2/8/17,55-110-4,55,4,0,0,0,0,0,0,0
2/8/17,55-109-8,55,10,0,0,0,0,0,0,0
2/8/17,55-125-5,55,7,1,1,1,0,0,0,0
2/9/17,49-240-2,49,5,1,3,3,0,0,0,0
2/9/17,2-52-6,2,2,0,0,0,0,0,0,0
2/9/17,2-145-2,2,6,1,1,1,0,0,0,0
2/9/17,13-252-2,13,5,1,1,1,0,0,0,0
2/9/17,2-140-4,2,3,1,1,1,0,0,0,0
2/9/17,13-207-2,13,3,1,6,1,5,0,0,0
2/9/17,2-140-6,2,5,0,0,0,0,0,0,0
2/9/17,2-64-4,2,1,0,0,0,0,0,0,0
2/9/17,13-30-2,13,1,0,0,0,0,0,0,0
2/9/17,13-28-16,13,2,0,0,0,0,0,0,0
2/9/17,2-147-2,2,4,1,1,1,0,0,0,0
2/9/17,13-28-17,13,2,0,0,0,0,0,0,0
2/9/17,2-47-19,2,4,0,0,0,0,0,0,0
2/9/17,13-66-2,13,4,0,0,0,0,0,0,0
2/9/17,2-147-3,2,5,0,0,0,0,0,0,0
2/9/17,49-271-2,49,5,1,3,1,2,0,0,0
2/9/17,13-222-5,13,4,0,0,0,0,0,0,0
2/9/17,2-145-3,2,5,0,0,0,0,0,0,0
2/9/17,49-232-3,49,3,1,7,2,5,0,0,0
2/9/17,13-289-4,13,5,0,0,0,0,0,0,0
2/9/17,2-105-3,2,6,0,0,0,0,0,0,0
2/9/17,10-319-2,10,5,0,0,0,0,0,0,0
2/9/17,10-319-3,10,5,0,0,0,0,0,0,0
2/9/17,13-205-5,13,5,1,2,2,0,0,0,0
2/9/17,2-251-3,2,5,1,1,1,0,0,0,0
2/9/17,10-143-3,10,5,0,0,0,0,0,0,0
2/9/17,13-333-2,13,5,0,0,0,0,0,0,0
2/9/17,13-333-3,13,1,0,0,0,0,0,0,0
2/9/17,49-162-5,49,5,0,0,0,0,0,0,0
2/9/17,10-142-2,10,7,0,0,0,0,0,0,0
2/9/17,2-97-4,2,8,0,0,0,0,0,0,0
2/9/17,13-69-7,13,8,0,0,0,0,0,0,0
2/9/17,2-97-5,2,7,0,0,0,0,0,0,0
2/9/17,49-156-5,49,11,0,0,0,0,0,0,0
2/9/17,10-55-9,10,8,0,0,0,0,0,0,0
2/9/17,13-289-3,13,2,0,0,0,0,0,0,0
2/9/17,2-67-7,2,1,1,1,0,1,0,0,0
2/9/17,49-100-6,49,2,1,1,0,1,0,0,0
2/9/17,49-304-2,49,10,0,0,0,0,0,0,0
2/9/17,49-60-7,49,3,1,1,1,0,0,0,0
2/9/17,49-213-3,49,7,1,1,1,0,0,0,0
2/9/17,55-164-8,55,3,0,0,0,0,0,0,0
2/9/17,55-335-2,55,7,1,2,2,0,0,0,0
2/9/17,55-178-4,55,9,0,0,0,0,0,0,0
2/9/17,55-47-3,55,1,0,0,0,0,0,0,0
2/9/17,55-48-2,55,2,0,0,0,0,0,0,0
2/9/17,55-58-3,55,1,0,0,0,0,0,0,0
2/9/17,55-50-9,55,5,0,0,0,0,0,0,0
2/9/17,55-50-7,55,4,1,1,1,0,0,0,0
2/9/17,55-49-12,55,5,1,1,1,0,0,0,0
2/9/17,55-49-11,55,4,0,0,0,0,0,0,0
2/10/17,13-94-7,13,7,1,1,1,0,0,0,0
2/10/17,49-161-3,49,12,1,1,1,0,0,0,0
2/10/17,13-246-4,13,4,0,0,0,0,0,0,0
2/10/17,49-94-15,49,6,0,0,0,0,0,0,0
2/10/17,13-196-7,13,9,1,2,2,0,0,0,0
2/10/17,13-253-3,13,4,0,0,0,0,0,0,0
2/10/17,2-137-2,2,2,1,1,1,0,0,0,0
2/10/17,10-67-13,10,1,0,0,0,0,0,0,0
2/10/17,2-132-3,2,5,0,0,0,0,0,0,0
2/10/17,10-67-12,10,1,1,1,1,0,0,0,0
2/10/17,2-141-3,2,3,0,0,0,0,0,0,0
2/10/17,49-208-5,49,3,1,1,1,0,0,0,0
2/10/17,49-208-9,49,3,0,0,0,0,0,0,0
2/10/17,10-124-3,10,6,0,0,0,0,0,0,0
2/10/17,13-98-5,13,2,0,0,0,0,0,0,0
2/10/17,2-162-9,2,5,1,2,0,2,0,0,0
2/10/17,10-69-9,10,1,0,0,0,0,0,0,0
2/10/17,2-192-2,2,7,1,1,1,0,0,0,0
2/10/17,13-185-4,13,10,1,6,6,0,0,0,0
2/10/17,10-68-6,10,6,1,1,1,0,0,0,0
2/10/17,13-160-8,13,5,0,0,0,0,0,0,0
2/10/17,13-160-7,13,3,0,0,0,0,0,0,0
2/10/17,13-78-3,13,2,0,0,0,0,0,0,0
2/10/17,2-246-4,2,8,0,0,0,0,0,0,0
2/10/17,10-67-15,10,6,1,2,2,0,0,0,0
2/10/17,49-225-4,49,5,0,0,0,0,0,0,0
2/10/17,49-168-2,49,7,0,0,0,0,0,0,0
2/10/17,10-62-6,10,3,0,0,0,0,0,0,0
2/10/17,49-72-4,49,6,1,3,2,1,0,0,0
2/10/17,2-153-2,2,2,0,0,0,0,0,0,0
2/10/17,2-192-2,2,7,1,1,1,0,0,0,0
2/13/17,28-314-4,28,6,1,1,1,0,0,0,0
2/13/17,13-153-7,13,6,0,0,0,0,0,0,0
2/13/17,55-61-10,55,5,0,0,0,0,0,0,0
2/13/17,28-79-8,28,7,0,0,0,0,0,0,0
2/13/17,13-218-2,13,3,1,1,1,0,0,0,0
2/13/17,28-80-10,28,4,0,0,0,0,0,0,0
2/13/17,49-165-4,49,5,0,0,0,0,0,0,0
2/13/17,28-80-9,28,2,0,0,0,0,0,0,0
2/13/17,55-196-2,55,7,1,1,1,0,0,0,0
2/13/17,13-245-2,13,4,1,3,1,2,0,0,0
2/13/17,28-80-11,28,5,1,2,2,0,0,0,0
2/13/17,49-91-14,49,1,0,0,0,0,0,0,0
2/13/17,13-70-8,13,1,0,0,0,0,0,0,0
2/13/17,55-278-3,55,7,0,0,0,0,0,0,0
2/13/17,13-70-7,13,1,0,0,0,0,0,0,0
2/13/17,55-62-6,55,5,0,0,0,0,0,0,0
2/13/17,13-316-2,13,7,0,0,0,0,0,0,0
2/13/17,49-91-13,49,7,0,0,0,0,0,0,0
2/13/17,55-63-6,55,6,0,0,0,0,0,0,0
2/13/17,13-150-2,13,2,0,0,0,0,0,0,0
2/13/17,28-373-1,28,4,0,0,0,0,0,0,0
2/13/17,55-63-8,55,8,0,0,0,0,0,0,0
2/13/17,49-180-8,49,1,1,1,1,0,0,0,0
2/13/17,49-180-11,49,5,0,0,0,0,0,0,0
2/13/17,13-153-8,13,5,1,1,1,0,0,0,0
2/13/17,28-87-6,28,9,1,5,1,4,0,0,0
2/13/17,28-346-2,28,6,0,0,0,0,0,0,0
2/13/17,13-177-3,13,3,1,2,2,0,0,0,0
2/13/17,55-104-7,55,11,1,3,3,0,0,0,0
2/13/17,49-160-5,49,7,0,0,0,0,0,0,0
2/13/17,28-76-8,28,7,1,1,1,0,0,0,0
2/13/17,55-106-3,55,7,0,0,0,0,0,0,0
2/13/17,28-77-10,28,2,0,0,0,0,0,0,0
2/13/17,13-103-6,13,9,0,0,0,0,0,0,0
2/13/17,55-271-2,55,7,1,1,1,0,0,0,0
2/13/17,49-172-3,49,4,0,0,0,0,0,0,0
2/13/17,55-331-2,55,7,1,1,1,0,0,0,0
2/13/17,13-110-13,13,6,1,1,0,1,0,0,0
2/13/17,55-286-2,55,4,1,1,1,0,0,0,0
2/13/17,55-102-5,55,2,0,0,0,0,0,0,0
2/13/17,28-314-3,28,6,0,0,0,0,0,0,0
2/13/17,49-82-6,49,1,0,0,0,0,0,0,0
2/13/17,55-105-11,55,1,0,0,0,0,0,0,0
2/13/17,49-219-4,49,5,0,0,0,0,0,0,0
2/13/17,28-310-3,28,10,1,3,3,0,0,0,0
2/13/17,49-85-8,49,7,1,2,2,0,0,0,0
2/13/17,13-109-4,13,3,0,0,0,0,0,0,0
2/13/17,49-302-4,49,7,0,0,0,0,0,0,0
2/13/17,49-302-3,49,9,0,0,0,0,0,0,0
2/14/17,49-77-7,49,1,1,2,2,0,0,0,0
2/14/17,55-341-1,55,4,0,0,0,0,0,0,0
2/14/17,13-111-4,13,1,0,0,0,0,0,0,0
2/14/17,13-112-12,13,1,0,0,0,0,0,0,0
2/14/17,28-119-4,28,5,1,6,6,0,0,0,0
2/14/17,55-38-8,55,1,1,1,1,0,0,0,0
2/14/17,13-112-11,13,5,0,0,0,0,0,0,0
2/14/17,49-210-3,49,5,1,2,2,0,0,0,0
2/14/17,28-97-2,28,8,0,0,0,0,0,0,0
2/14/17,55-31-8,55,1,0,0,0,0,0,0,0
2/14/17,28-104-2,28,1,0,0,0,0,0,0,0
2/14/17,55-164-9,55,5,0,0,0,0,0,0,0
2/14/17,10-115-2,10,4,0,0,0,0,0,0,0
2/14/17,13-122-7,13,6,0,0,0,0,0,0,0
2/14/17,13-247-6,13,3,1,3,3,0,0,0,0
2/14/17,49-76-2,49,6,1,1,1,0,0,0,0
2/14/17,10/14/04,10,7,0,0,0,0,0,0,0
2/14/17,28-118-6,28,8,0,0,0,0,0,0,0
2/14/17,13-193-9,13,1,0,0,0,0,0,0,0
2/14/17,55-8-6,55,2,1,1,1,0,0,0,0
2/14/17,28-118-7,28,7,1,5,3,2,0,0,0
2/14/17,13-346-1,13,9,0,0,0,0,0,0,0
2/14/17,10-110-9,10,7,0,0,0,0,0,0,0
2/14/17,55-294-2,55,8,1,1,1,0,0,0,0
2/14/17,55-13-2,55,2,0,0,0,0,0,0,0
2/14/17,13-247-5,13,5,0,0,0,0,0,0,0
2/14/17,28-118-8,28,4,1,1,1,0,0,0,0
2/14/17,55-13-2,55,1,1,2,2,0,0,0,0
2/14/17,28-74-29,28,6,0,0,0,0,0,0,0
2/14/17,13-173-10,13,5,0,0,0,0,0,0,0
2/14/17,10-110-8,10,4,1,2,2,0,0,0,0
2/14/17,28-73-3,28,2,1,1,0,1,0,0,0
2/14/17,55-289-2,55,7,1,2,2,0,0,0,0
2/14/17,49-69-4,49,10,0,0,0,0,0,0,0
2/14/17,13-173-8,13,6,0,0,0,0,0,0,0
2/14/17,10/2/08,10,5,0,0,0,0,0,0,0
2/14/17,13-265-3,13,8,0,0,0,0,0,0,0
2/14/17,28-72-2,28,2,0,0,0,0,0,0,0
2/14/17,28-74-26,28,1,0,0,0,0,0,0,0
2/14/17,49-187-2,49,6,0,0,0,0,0,0,0
2/14/17,55-15-5,55,7,1,1,1,0,0,0,0
2/14/17,10/3/06,10,1,0,0,0,0,0,0,0
2/14/17,28-327-4,28,2,0,0,0,0,0,0,0
2/14/17,55-34-2,55,1,1,1,1,0,0,0,0
2/14/17,28-71-5,28,9,0,0,0,0,0,0,0
2/14/17,55-236-2,55,7,0,0,0,0,0,0,0
2/14/17,10-139-2,10,4,1,1,1,0,0,0,0
2/14/17,10-139-4,10,5,0,0,0,0,0,0,0
2/14/17,13-116-2,13,3,0,0,0,0,0,0,0
2/14/17,49-69-4,49,10,0,0,0,0,0,0,0
2/14/17,55-174-2,55,4,0,0,0,0,0,0,0
2/14/17,28-276-6,28,11,1,2,2,0,0,0,0
2/14/17,49-187-2,49,6,0,0,0,0,0,0,0
2/14/17,28-87-7,28,6,1,1,1,0,0,0,0
2/14/17,10-150-8,10,4,1,1,1,0,0,0,0
2/14/17,55-35-4,55,2,0,0,0,0,0,0,0
2/14/17,55-185-2,55,11,1,2,2,0,0,0,0
2/14/17,10-150-9,10,5,0,0,0,0,0,0,0
2/14/17,10-183-3,10,4,1,2,2,0,0,0,0
2/14/17,10-297-2,10,5,1,2,2,0,0,0,0
2/15/17,28-101-2,28,2,0,0,0,0,0,0,0
2/15/17,28-270-3,28,4,0,0,0,0,0,0,0
2/15/17,10/20/10,10,1,0,0,0,0,0,0,0
2/15/17,13-124-11,13,9,0,0,0,0,0,0,0
2/15/17,10/20/09,10,2,0,0,0,0,0,0,0
2/15/17,10-291-3,10,7,0,0,0,0,0,0,0
2/15/17,28-65-6,28,8,0,0,0,0,0,0,0
2/15/17,13-328-2,13,6,0,0,0,0,0,0,0
2/15/17,10/19/03,10,5,0,0,0,0,0,0,0
2/15/17,13-151-3,13,7,1,1,1,0,0,0,0
2/15/17,13-190-6,13,6,1,1,1,0,0,0,0
2/15/17,28-66-4,28,7,1,1,1,0,0,0,0
2/15/17,53-88-7,53,5,1,2,1,1,0,0,0
2/15/17,13-220-2,13,8,0,0,0,0,0,0,0
2/15/17,28-109-9,28,5,1,1,1,0,0,0,0
2/15/17,10/17/04,10,5,1,1,1,0,0,0,0
2/15/17,13-195-9,13,4,1,1,1,0,0,0,0
2/15/17,28-109-10,28,7,1,1,1,0,0,0,0
2/15/17,10/14/05,10,5,0,0,0,0,0,0,0
2/15/17,53-18-6,53,4,0,0,0,0,0,0,0
2/15/17,28-109-8,28,5,1,1,1,0,0,0,0
2/15/17,49-273-2,49,8,1,1,1,0,0,0,0
2/15/17,13-110-16,13,7,1,2,2,0,0,0,0
2/15/17,28-60-2,28,9,1,1,1,0,0,0,0
2/15/17,28-59-4,28,3,0,0,0,0,0,0,0
2/15/17,10-119-9,10,5,1,3,2,1,0,0,0
2/15/17,13-195-10,13,5,0,0,0,0,0,0,0
2/15/17,53-19-6,53,9,1,1,1,0,0,0,0
2/15/17,28-61-2,28,11,1,2,2,0,0,0,0
2/15/17,10/21/03,10,4,0,0,0,0,0,0,0
2/15/17,28-66-5,28,5,1,1,1,0,0,0,0
2/15/17,10-141-9,10,8,1,1,1,0,0,0,0
2/15/17,28-74-27,28,7,0,0,0,0,0,0,0
2/15/17,53-15-13,53,5,1,1,1,0,0,0,0
2/15/17,53-14-6,53,2,0,0,0,0,0,0,0
2/16/17,28-366-2,28,7,1,1,0,1,0,0,0
2/16/17,53-8-6,53,3,1,1,1,0,0,0,0
2/16/17,13-135-4,13,4,1,2,1,1,0,0,0
2/16/17,28-116-3,28,6,0,0,0,0,0,0,0
2/16/17,10-126-7,10,3,1,4,4,0,0,0,0
2/16/17,13-267-5,13,10,1,1,1,0,0,0,0
2/16/17,53-132-4,53,5,0,0,0,0,0,0,0
2/16/17,10-195-3,10,1,0,0,0,0,0,0,0
2/16/17,28-335-2,28,6,1,1,1,0,0,0,0
2/16/17,13-176-5,13,4,1,4,1,3,0,0,0
2/16/17,10-333-1,10,2,0,0,0,0,0,0,0
2/16/17,10-110-10,10,7,1,1,1,0,0,0,0
2/16/17,13-270-2,13,1,1,1,1,0,0,0,0
2/16/17,28-312-3,28,9,0,0,0,0,0,0,0
2/16/17,10-179-4,10,6,0,0,0,0,0,0,0
2/16/17,13-144-7,13,5,0,0,0,0,0,0,0
2/16/17,53-34-7,53,5,1,2,2,0,0,0,0
2/16/17,10-152-3,10,1,0,0,0,0,0,0,0
2/16/17,53-126-3,53,9,1,3,3,0,0,0,0
2/16/17,28-68-2,28,2,1,1,1,0,0,0,0
2/16/17,13-195-11,13,3,0,0,0,0,0,0,0
2/16/17,10/16/05,10,4,0,0,0,0,0,0,0
2/16/17,10-288-2,10,7,1,3,1,2,0,0,0
2/16/17,10-194-7,10,6,0,0,0,0,0,0,0
2/16/17,53-35-2,53,1,0,0,0,0,0,0,0
2/16/17,13-323-2,13,9,1,1,1,0,0,0,0
2/16/17,28-311-3,28,7,0,0,0,0,0,0,0
2/16/17,10/25/03,10,6,0,0,0,0,0,0,0
2/16/17,10/18/11,10,5,0,0,0,0,0,0,0
2/16/17,28-369-2,28,7,0,0,0,0,0,0,0
2/16/17,10-176-4,10,5,0,0,0,0,0,0,0
2/16/17,13-132-7,13,5,1,1,1,0,0,0,0
2/16/17,53-28-4,53,1,0,0,0,0,0,0,0
2/16/17,10-176-3,10,2,1,3,2,1,0,0,0
2/16/17,10/28/07,10,3,0,0,0,0,0,0,0
2/16/17,13-126-12,13,7,1,2,1,1,0,0,0
2/16/17,28-275-2,28,5,0,0,0,0,0,0,0
2/16/17,13-126-11,13,1,0,0,0,0,0,0,0
2/16/17,10-32-1,10,2,0,0,0,0,0,0,0
2/16/17,13-129-7,13,4,1,1,1,0,0,0,0
2/16/17,13-144-8,13,2,0,0,0,0,0,0,0
2/16/17,10-119-10,10,7,0,0,0,0,0,0,0
2/16/17,13-127-7,13,6,0,0,0,0,0,0,0
2/16/17,53-110-6,53,4,1,3,2,1,0,0,0
2/16/17,28-79-10,28,5,0,0,0,0,0,0,0
2/16/17,10-33-12,10,6,0,0,0,0,0,0,0
2/16/17,13-176-7,13,6,0,0,0,0,0,0,0
2/16/17,10-258-2,10,11,1,1,0,1,0,0,0
2/16/17,53-90-5,53,6,0,0,0,0,0,0,0
2/16/17,13-121-8,13,1,0,0,0,0,0,0,0
2/16/17,10/22/02,10,4,0,0,0,0,0,0,0
2/16/17,28-117-3,28,7,0,0,0,0,0,0,0
2/16/17,53-12-3,53,4,0,0,0,0,0,0,0
2/16/17,10-325-2,10,7,0,0,0,0,0,0,0
2/16/17,10/6/03,10,2,0,0,0,0,0,0,0
2/17/17,28-107-5,28,9,0,0,0,0,0,0,0
2/17/17,13-144-9,13,5,1,1,1,0,0,0,0
2/17/17,28-107-6,28,4,0,0,0,0,0,0,0
2/17/17,53-39-6,53,3,1,3,3,0,0,0,0
2/17/17,13-320-4,13,6,1,3,1,2,0,0,0
2/17/17,10-112-3,10,3,0,0,0,0,0,0,0
2/17/17,13-304-2,13,10,1,3,1,2,0,0,0
2/17/17,10-186-2,10,7,0,0,0,0,0,0,0
2/17/17,10-272-2,10,8,1,2,2,0,0,0,0
2/17/17,13-268-3,13,5,0,0,0,0,0,0,0
2/17/17,53-75-21,53,3,0,0,0,0,0,0,0
2/17/17,13-179-4,13,6,0,0,0,0,0,0,0
2/17/17,10-192-7,10,2,0,0,0,0,0,0,0
2/17/17,10/27/07,10,1,0,0,0,0,0,0,0
2/17/17,53-89-4,53,5,0,0,0,0,0,0,0
2/17/17,13-145-6,13,5,1,1,1,0,0,0,0
2/17/17,10-242-2,10,4,0,0,0,0,0,0,0
2/17/17,53-25-2,53,3,1,2,0,2,0,0,0
2/17/17,13-145-8,13,7,0,0,0,0,0,0,0
2/17/17,13-122-7,13,1,0,0,0,0,0,0,0
2/17/17,10/10/08,10,5,0,0,0,0,0,0,0
2/17/17,10/10/05,10,5,0,0,0,0,0,0,0
2/17/17,10/10/07,10,5,0,0,0,0,0,0,0
2/17/17,10-303-2,10,5,0,0,0,0,0,0,0
2/17/17,28-362-2,28,7,0,0,0,0,0,0,0
2/17/17,13-255-1,13,3,1,1,1,0,0,0,0
2/17/17,13-310-2,13,3,1,1,1,0,0,0,0
2/17/17,10-41-5,10,1,1,1,1,0,0,0,0
2/17/17,10-120-4,10,5,1,1,1,0,0,0,0
2/17/17,10-120-5,10,2,0,0,0,0,0,0,0
2/17/17,13-310-3,13,3,0,0,0,0,0,0,0
2/17/17,53-106-6,53,3,0,0,0,0,0,0,0
2/17/17,10-39-6,10,4,0,0,0,0,0,0,0
2/17/17,10-126-8,10,8,0,0,0,0,0,0,0
2/17/17,10-39-8,10,2,0,0,0,0,0,0,0
2/17/17,13-162-3,13,2,1,2,2,0,0,0,0
2/17/17,10-277-2,10,3,0,0,0,0,0,0,0
2/17/17,53-136-5,53,9,0,0,0,0,0,0,0
2/17/17,10-278-2,10,3,0,0,0,0,0,0,0
2/17/17,10-321-2,10,7,1,1,1,0,0,0,0
2/20/17,28-27-4,28,1,0,0,0,0,0,0,0
2/20/17,13-186-4,13,9,0,0,0,0,0,0,0
2/20/17,53-38-6,53,2,0,0,0,0,0,0,0
2/20/17,28-105-2,28,10,0,0,0,0,0,0,0
2/20/17,13-250-2,13,12,1,1,1,0,0,0,0
2/20/17,28-102-2,28,2,0,0,0,0,0,0,0
2/20/17,55-201-4,55,4,0,0,0,0,0,0,0
2/20/17,13-42-4,13,2,0,0,0,0,0,0,0
2/20/17,53-47-8,53,5,0,0,0,0,0,0,1
2/20/17,28-45-2,28,1,0,0,0,0,0,0,0
2/20/17,55-263-4,55,6,0,0,0,0,0,0,0
2/20/17,13-44-9,13,10,0,0,0,0,0,0,0
2/20/17,28-46-7,28,1,0,0,0,0,0,0,0
2/20/17,13-44-8,13,1,0,0,0,0,0,0,0
2/20/17,53-49-3,53,3,0,0,0,0,0,0,0
2/20/17,55-94-2,55,8,0,0,0,0,0,0,0
2/20/17,28-347-2,28,4,1,1,1,0,0,0,0
2/20/17,53-105-6,53,5,1,1,1,0,0,0,0
2/20/17,13-45-2,13,1,0,0,0,0,0,0,0
2/20/17,28-49-5,28,4,0,0,0,0,0,0,0
2/20/17,13-167-2,13,3,0,0,0,0,0,0,0
2/20/17,55-92-2,55,2,0,0,0,0,0,0,0
2/20/17,28-48-4,28,3,1,2,2,0,0,0,0
2/20/17,13-308-2,13,3,1,2,2,0,0,0,0
2/20/17,55-181-7,55,1,0,0,0,0,0,0,0
2/20/17,28-44-3,28,1,1,1,1,0,0,0,0
2/20/17,13-40-4,13,1,0,0,0,0,0,0,0
2/20/17,55-275-2,55,7,1,1,1,0,0,0,0
2/20/17,53-58-8,53,2,0,0,0,0,0,0,0
2/20/17,13-213-2,13,2,0,0,0,0,0,0,0
2/20/17,28-114-3,28,5,0,0,0,0,0,0,0
2/20/17,13-225-5,13,5,1,1,1,0,0,0,0
2/20/17,55-265-2,55,4,0,0,0,0,0,0,0
2/20/17,53-57-5,53,2,1,2,1,1,0,0,0
2/20/17,55-198-2,55,5,1,1,1,0,0,0,0
2/20/17,53-93-12,53,6,1,2,2,0,0,0,0
2/20/17,55-300-3,55,7,1,2,2,0,0,0,0
2/20/17,10-149-2,10,3,0,0,0,0,0,0,0
2/20/17,53-93-9,53,4,0,0,0,0,0,0,0
2/20/17,55-78-9,55,5,0,0,0,0,0,0,0
2/20/17,53-93-11,53,4,0,0,0,0,0,0,0
2/20/17,10/10/06,10,5,1,2,1,1,0,0,0
2/20/17,55-78-7,55,2,1,5,5,0,0,0,0
2/20/17,53-59-9,53,5,0,0,0,0,0,0,0
2/20/17,55-300-4,55,6,0,0,0,0,0,0,0
2/20/17,10-48-3,10,7,0,0,0,0,0,0,0
2/20/17,53-59-10,53,3,0,0,0,0,0,0,0
2/20/17,53-46-4,53,4,0,0,0,0,0,0,0
2/21/17,28-349-3,28,8,1,3,2,1,0,0,0
2/21/17,35-10-2,35,1,0,0,0,0,0,0,0
2/21/17,53-53-1,53,3,0,0,0,0,0,0,0
2/21/17,28-1-9,28,4,0,0,0,0,0,0,0
2/21/17,35-66-3,35,8,1,2,2,0,0,0,0
2/21/17,55-74-5,55,5,0,0,0,0,0,0,0
2/21/17,35-56-6,35,5,0,0,0,0,0,0,0
2/21/17,53-55-9,53,2,0,0,0,0,0,0,0
2/21/17,55-74-6,55,3,0,0,0,0,0,0,0
2/21/17,35-56-5,35,4,0,0,0,0,0,0,0
2/21/17,28-3-4,28,5,0,0,0,0,0,0,0
2/21/17,55-268-2,55,7,1,1,1,0,0,0,0
2/21/17,28-3-6,28,3,1,1,1,0,0,0,0
2/21/17,55-72-2,55,1,0,0,0,0,0,0,0
2/21/17,35-5-2,35,1,0,0,0,0,0,0,0
2/21/17,53-127-4,53,5,1,1,1,0,0,0,0
2/21/17,28-50-3,28,1,0,0,0,0,0,0,0
2/21/17,35-67-4,35,8,1,4,2,2,0,0,0
2/21/17,53-75-17,53,4,1,1,1,0,0,0,0
2/21/17,28-99-2,28,4,0,0,0,0,0,0,0
2/21/17,35-95-2,35,6,1,3,3,0,0,0,0
2/21/17,28-57-13,28,4,0,0,0,0,0,0,0
2/21/17,35-1-7,35,4,0,0,0,0,0,0,0
2/21/17,28-57-14,28,3,0,0,0,0,0,0,0
2/21/17,55-231-2,55,5,0,0,0,0,0,0,0
2/21/17,35-7-3,35,2,0,0,0,0,0,0,0
2/21/17,28-55-7,28,5,0,0,0,0,0,0,0
2/21/17,55-67-3,55,1,0,0,0,0,0,0,0
2/21/17,53-112-3,53,2,1,1,1,0,0,0,0
2/21/17,35-8-6,35,7,1,1,1,0,0,0,0
2/21/17,35-8-5,35,1,1,1,1,0,0,0,0
2/21/17,28-55-6,28,8,0,0,0,0,0,0,0
2/21/17,35-91-3,35,4,1,1,1,0,0,0,0
2/21/17,55-66-8,55,6,1,5,5,0,0,0,0
2/21/17,28-53-11,28,5,1,1,1,0,0,0,0
2/21/17,55-190-2,55,5,1,1,1,0,0,0,0
2/21/17,35-79-2,35,4,0,0,0,0,0,0,0
2/21/17,28-329-3,28,8,1,1,1,0,0,0,0
2/21/17,53-70-8,53,7,1,1,1,0,0,0,0
2/21/17,35-86-2,35,5,0,0,0,0,0,0,0
2/21/17,35-14-5,35,4,1,3,3,0,0,0,0
2/21/17,53-73-13,53,7,1,2,1,1,0,0,0
2/21/17,28-324-5,28,10,1,1,1,0,0,0,0
2/21/17,35-18-8,35,2,0,0,0,0,0,0,0
2/21/17,28-53-9,28,4,1,1,1,0,0,0,0
2/21/17,53-70-7,53,2,0,0,0,0,0,0,0
2/21/17,28-365-2,28,4,0,0,0,0,0,0,0
2/21/17,35-60-2,35,6,0,0,0,0,0,0,0
2/21/17,28-51-3,28,1,0,0,0,0,0,0,0
2/21/17,35-29-4,35,6,1,1,1,0,0,0,0
2/21/17,35-16-2,35,5,1,2,1,1,0,0,0
2/21/17,55-183-2,55,1,0,0,0,0,0,0,0
2/21/17,35-11-4,35,3,0,0,0,0,0,0,0
2/21/17,35-57-4,35,6,0,0,0,0,0,0,0
